COIN	COIN_ABR	DATE	OPEN	HIGH	LOW	CLOSE
ethereum	ETH	2017-08-28	350.04	352.05	338.41	347.75
litecoin	LTC	2017-08-28	61.36	64.92	59.87	62.36
ripple	XRP	2017-08-28	0.203425	0.23626	0.19661	0.224508
bitcoin	BTC	2017-08-29	4389.21	4625.68	4352.13	4579.02
ethereum	ETH	2017-08-29	347.96	373.76	347.79	370.67
litecoin	LTC	2017-08-29	62.39	63.29	61.26	63.17
ripple	XRP	2017-08-29	0.224026	0.225926	0.214867	0.218564
bitcoin	BTC	2017-08-30	4570.36	4626.52	4471.41	4565.3
ethereum	ETH	2017-08-30	369.47	388.75	361.97	378.49
litecoin	LTC	2017-08-30	63.16	64.21	60.9	64.17
ripple	XRP	2017-08-30	0.218871	0.229805	0.217476	0.228006
bitcoin	BTC	2017-08-31	4555.59	4736.05	4549.4	4703.39
ethereum	ETH	2017-08-31	378.44	386.14	376.35	383.04
litecoin	LTC	2017-08-31	64.16	72.28	64.04	71.06
ripple	XRP	2017-08-31	0.227558	0.261038	0.225907	0.25563
bitcoin	BTC	2017-09-01	4701.76	4892.01	4678.53	4892.01
ethereum	ETH	2017-09-01	383.47	390.04	383.47	387.74
litecoin	LTC	2017-09-01	70.86	87.41	70.01	86.04
ripple	XRP	2017-09-01	0.255803	0.256162	0.243833	0.248479
bitcoin	BTC	2017-09-02	4901.42	4975.04	4469.24	4578.77
ethereum	ETH	2017-09-02	387.82	389.35	328.1	348.98
litecoin	LTC	2017-09-02	85.83	92.07	72.23	79.02
ripple	XRP	2017-09-02	0.249348	0.24968	0.217774	0.226669
bitcoin	BTC	2017-09-03	4585.27	4714.08	4417.59	4582.96
ethereum	ETH	2017-09-03	350.23	366.49	332.23	347.48
litecoin	LTC	2017-09-03	78.98	82.83	73.61	76.84
ripple	XRP	2017-09-03	0.227229	0.236443	0.218662	0.228811
bitcoin	BTC	2017-09-04	4591.63	4591.63	4108.4	4236.31
ethereum	ETH	2017-09-04	347.13	347.13	279.94	295.17
litecoin	LTC	2017-09-04	76.73	76.73	61.24	65.21
ripple	XRP	2017-09-04	0.228781	0.228781	0.19596	0.204968
bitcoin	BTC	2017-09-05	4228.29	4427.84	3998.11	4376.53
ethereum	ETH	2017-09-05	297.57	318.57	268.29	312.99
litecoin	LTC	2017-09-05	65.25	72.44	59.05	71.29
ripple	XRP	2017-09-05	0.20511	0.218674	0.190232	0.215189
bitcoin	BTC	2017-09-06	4376.59	4617.25	4376.59	4597.12
ethereum	ETH	2017-09-06	313.8	334.66	313.49	334.34
litecoin	LTC	2017-09-06	71.78	80.64	71.51	80.11
ripple	XRP	2017-09-06	0.214951	0.22686	0.214805	0.226186
bitcoin	BTC	2017-09-07	4589.14	4655.04	4491.33	4599.88
ethereum	ETH	2017-09-07	333.52	333.52	319.94	329.43
litecoin	LTC	2017-09-07	79.88	81.06	75.59	78.48
ripple	XRP	2017-09-07	0.226382	0.22721	0.219618	0.22364
bitcoin	BTC	2017-09-08	4605.16	4661	4075.18	4228.75
ethereum	ETH	2017-09-08	329.64	329.64	285.16	296.5
litecoin	LTC	2017-09-08	78.45	80.13	63.83	67.79
ripple	XRP	2017-09-08	0.223615	0.224308	0.206103	0.211518
bitcoin	BTC	2017-09-09	4229.81	4308.82	4114.11	4226.06
ethereum	ETH	2017-09-09	296.17	299.89	287.22	294.4
litecoin	LTC	2017-09-09	67.21	69.55	64.01	66.01
ripple	XRP	2017-09-09	0.211293	0.211892	0.206395	0.209995
bitcoin	BTC	2017-09-10	4229.34	4245.44	3951.04	4122.94
ethereum	ETH	2017-09-10	294.06	294.76	268.97	288.75
litecoin	LTC	2017-09-10	65.8	65.95	57.06	61.61
ripple	XRP	2017-09-10	0.209606	0.216529	0.197605	0.213031
bitcoin	BTC	2017-09-11	4122.47	4261.67	4099.4	4161.27
ethereum	ETH	2017-09-11	289.75	300.69	286.69	294.53
litecoin	LTC	2017-09-11	61.65	67.23	61.37	66.04
ripple	XRP	2017-09-11	0.212513	0.220057	0.210353	0.214441
bitcoin	BTC	2017-09-12	4168.88	4344.65	4085.22	4130.81
ethereum	ETH	2017-09-12	294.63	311.19	287.23	291.46
litecoin	LTC	2017-09-12	66.24	70.25	63.86	64.23
ripple	XRP	2017-09-12	0.21486	0.220623	0.207608	0.209303
bitcoin	BTC	2017-09-13	4131.98	4131.98	3789.92	3882.59
ethereum	ETH	2017-09-13	291.12	291.12	260.61	277.11
litecoin	LTC	2017-09-13	64.32	64.6	58.93	61.73
ripple	XRP	2017-09-13	0.20963	0.209674	0.196179	0.200778
bitcoin	BTC	2017-09-14	3875.37	3920.6	3153.86	3154.95
ethereum	ETH	2017-09-14	276.59	280.84	213.91	213.91
litecoin	LTC	2017-09-14	61.64	62.43	41.25	41.58
ripple	XRP	2017-09-14	0.200427	0.20201	0.164167	0.164167
bitcoin	BTC	2017-09-15	3166.3	3733.45	2946.62	3637.52
ethereum	ETH	2017-09-15	215.22	258.65	195.03	250.46
litecoin	LTC	2017-09-15	41.69	50.65	32.03	48.21
ripple	XRP	2017-09-15	0.165035	0.189184	0.150973	0.181358
bitcoin	BTC	2017-09-16	3637.75	3808.84	3487.79	3625.04
ethereum	ETH	2017-09-16	250.87	262.59	238.22	246.52
litecoin	LTC	2017-09-16	48.13	52.83	46.46	48.26
ripple	XRP	2017-09-16	0.181925	0.187417	0.172279	0.179082
bitcoin	BTC	2017-09-17	3606.28	3664.81	3445.64	3582.88
ethereum	ETH	2017-09-17	245.85	257	235.24	251.75
litecoin	LTC	2017-09-17	48.23	49.88	45.12	48.49
ripple	XRP	2017-09-17	0.178377	0.181121	0.171017	0.178393
bitcoin	BTC	2017-09-18	3591.09	4079.23	3591.09	4065.2
ethereum	ETH	2017-09-18	252.23	293.5	252.23	293.5
litecoin	LTC	2017-09-18	48.53	55.61	48.53	55.53
ripple	XRP	2017-09-18	0.178309	0.190019	0.178309	0.189768
bitcoin	BTC	2017-09-19	4073.79	4094.07	3868.87	3924.97
ethereum	ETH	2017-09-19	293.66	295.77	274.48	282.8
litecoin	LTC	2017-09-19	55.68	55.88	51.05	52.84
ripple	XRP	2017-09-19	0.189819	0.19068	0.181334	0.184041
bitcoin	BTC	2017-09-20	3916.36	4031.39	3857.73	3905.95
ethereum	ETH	2017-09-20	282.01	290.89	278.05	283.74
litecoin	LTC	2017-09-20	52.74	53.83	51.25	51.73
ripple	XRP	2017-09-20	0.18371	0.186229	0.180333	0.182078
bitcoin	BTC	2017-09-21	3901.47	3916.42	3613.63	3631.04
ethereum	ETH	2017-09-21	283.26	286.61	255.02	258.58
litecoin	LTC	2017-09-21	51.66	52.31	45.67	46.61
ripple	XRP	2017-09-21	0.180981	0.182109	0.171148	0.171754
bitcoin	BTC	2017-09-22	3628.02	3758.27	3553.53	3630.7
ethereum	ETH	2017-09-22	258.11	270.54	256.22	264.31
litecoin	LTC	2017-09-22	46.65	49.09	45.19	48.09
ripple	XRP	2017-09-22	0.171567	0.17587	0.169291	0.17351
bitcoin	BTC	2017-09-23	3629.92	3819.21	3594.58	3792.4
ethereum	ETH	2017-09-23	264.6	286.17	261.12	286.17
litecoin	LTC	2017-09-23	48.16	49.79	46.69	49.27
ripple	XRP	2017-09-23	0.173371	0.178672	0.171527	0.177882
bitcoin	BTC	2017-09-24	3796.15	3796.15	3666.9	3682.84
ethereum	ETH	2017-09-24	286.21	292.95	278.13	282.48
litecoin	LTC	2017-09-24	49.25	49.27	47.52	47.62
ripple	XRP	2017-09-24	0.178175	0.178939	0.174165	0.175787
bitcoin	BTC	2017-09-25	3681.58	3950.25	3681.58	3926.07
ethereum	ETH	2017-09-25	282.22	293.51	281.88	292.33
litecoin	LTC	2017-09-25	47.62	52.44	47.57	51.58
ripple	XRP	2017-09-25	0.175519	0.183665	0.174939	0.181487
bitcoin	BTC	2017-09-26	3928.41	3969.89	3869.9	3892.35
ethereum	ETH	2017-09-26	292.35	293.75	287.02	287.44
litecoin	LTC	2017-09-26	51.69	53.7	51.08	51.55
ripple	XRP	2017-09-26	0.181968	0.191247	0.180085	0.186119
bitcoin	BTC	2017-09-27	3892.94	4210.05	3884.82	4200.67
ethereum	ETH	2017-09-27	287.02	308.01	286.82	306.47
litecoin	LTC	2017-09-27	51.58	56.54	51.58	56.28
ripple	XRP	2017-09-27	0.185297	0.207687	0.185098	0.203299
bitcoin	BTC	2017-09-28	4197.13	4279.31	4109.7	4174.73
ethereum	ETH	2017-09-28	306.47	307.2	295.47	299.15
litecoin	LTC	2017-09-28	56.21	56.67	53.41	54.09
ripple	XRP	2017-09-28	0.202532	0.203271	0.191344	0.196131
bitcoin	BTC	2017-09-29	4171.62	4214.63	4039.29	4163.07
ethereum	ETH	2017-09-29	299.12	299.92	279.77	291.47
litecoin	LTC	2017-09-29	54.11	54.16	50.42	52.62
ripple	XRP	2017-09-29	0.196105	0.196203	0.187172	0.193606
bitcoin	BTC	2017-09-30	4166.11	4358.43	4160.86	4338.71
ethereum	ETH	2017-09-30	291.48	303.96	291.11	301.46
litecoin	LTC	2017-09-30	52.63	55.23	52.62	55.14
ripple	XRP	2017-09-30	0.193824	0.199826	0.193497	0.197529
bitcoin	BTC	2017-10-01	4341.05	4403.74	4269.81	4403.74
ethereum	ETH	2017-10-01	301.55	303.19	295.06	302.34
litecoin	LTC	2017-10-01	55.14	55.16	53.63	54.54
ripple	XRP	2017-10-01	0.197622	0.207185	0.19617	0.206532
bitcoin	BTC	2017-10-02	4395.81	4470.23	4377.46	4409.32
ethereum	ETH	2017-10-02	302.48	302.92	294.58	297.48
litecoin	LTC	2017-10-02	54.55	54.78	53.26	53.38
ripple	XRP	2017-10-02	0.206077	0.206556	0.199444	0.202676
bitcoin	BTC	2017-10-03	4408.46	4432.47	4258.89	4317.48
ethereum	ETH	2017-10-03	297.48	300.11	288.13	292.46
litecoin	LTC	2017-10-03	53.39	53.59	51.59	52.35
ripple	XRP	2017-10-03	0.203209	0.204808	0.19873	0.203318
bitcoin	BTC	2017-10-04	4319.37	4352.31	4210.42	4229.36
ethereum	ETH	2017-10-04	292.75	299.39	290.89	292.66
litecoin	LTC	2017-10-04	52.28	53.05	50.83	51.4
ripple	XRP	2017-10-04	0.203218	0.217024	0.202647	0.214774
bitcoin	BTC	2017-10-05	4229.88	4362.64	4164.05	4328.41
ethereum	ETH	2017-10-05	292.77	298.04	288.84	295.86
litecoin	LTC	2017-10-05	51.4	51.87	50.44	51.67
ripple	XRP	2017-10-05	0.215583	0.241023	0.215583	0.237016
bitcoin	BTC	2017-10-06	4324.46	4413.27	4320.53	4370.81
ethereum	ETH	2017-10-06	295.15	308.84	294.95	308.59
litecoin	LTC	2017-10-06	51.64	52.6	51.53	52.12
ripple	XRP	2017-10-06	0.237726	0.242424	0.233533	0.234039
bitcoin	BTC	2017-10-07	4369.35	4443.88	4321.05	4426.89
ethereum	ETH	2017-10-07	308.89	313.13	304.98	311.12
litecoin	LTC	2017-10-07	52.14	52.75	51.64	52.58
ripple	XRP	2017-10-07	0.233963	0.239336	0.233478	0.23861
bitcoin	BTC	2017-10-08	4429.67	4624.14	4405.64	4610.48
ethereum	ETH	2017-10-08	311.06	312.54	308.03	308.61
litecoin	LTC	2017-10-08	52.49	54.51	52.26	53.14
ripple	XRP	2017-10-08	0.238312	0.279944	0.237532	0.279944
bitcoin	BTC	2017-10-09	4614.52	4878.71	4564.25	4772.02
ethereum	ETH	2017-10-09	308.67	309.31	288.19	297.39
litecoin	LTC	2017-10-09	53.08	53.39	48.47	50.16
ripple	XRP	2017-10-09	0.278758	0.278758	0.24043	0.251825
bitcoin	BTC	2017-10-10	4776.21	4922.17	4765.1	4781.99
ethereum	ETH	2017-10-10	297.6	306.15	293.17	299.87
litecoin	LTC	2017-10-10	50.15	51.67	49.86	50.72
ripple	XRP	2017-10-10	0.252825	0.26656	0.241193	0.260733
bitcoin	BTC	2017-10-11	4789.25	4873.73	4751.63	4826.48
ethereum	ETH	2017-10-11	301.18	304.39	299.1	303.46
litecoin	LTC	2017-10-11	50.75	51.14	50.32	50.89
ripple	XRP	2017-10-11	0.260658	0.267843	0.25908	0.264439
bitcoin	BTC	2017-10-12	4829.58	5446.91	4822	5446.91
ethereum	ETH	2017-10-12	303.5	309.15	303.29	304.14
litecoin	LTC	2017-10-12	50.89	60.11	50.87	60.11
ripple	XRP	2017-10-12	0.265046	0.267468	0.248414	0.248414
bitcoin	BTC	2017-10-13	5464.16	5840.3	5436.85	5647.21
ethereum	ETH	2017-10-13	304.08	348.6	299.66	338.76
litecoin	LTC	2017-10-13	60.55	60.96	55.84	59.43
ripple	XRP	2017-10-13	0.248285	0.26425	0.238867	0.260489
bitcoin	BTC	2017-10-14	5643.53	5837.7	5591.64	5831.79
ethereum	ETH	2017-10-14	338.85	347.98	334.7	339.63
litecoin	LTC	2017-10-14	59.41	66.19	58.6	63.95
ripple	XRP	2017-10-14	0.26115	0.267721	0.25732	0.25732
bitcoin	BTC	2017-10-15	5835.96	5852.48	5478.61	5678.19
ethereum	ETH	2017-10-15	339.53	342.72	320.43	336.6
litecoin	LTC	2017-10-15	64.13	70.09	62.55	65.47
ripple	XRP	2017-10-15	0.257537	0.268419	0.249048	0.263983
bitcoin	BTC	2017-10-16	5687.57	5776.23	5544.21	5725.59
ethereum	ETH	2017-10-16	336.71	349.35	332.04	333.38
litecoin	LTC	2017-10-16	65.72	66.34	62.69	64.62
ripple	XRP	2017-10-16	0.263386	0.291359	0.24901	0.256232
bitcoin	BTC	2017-10-17	5741.58	5800.35	5472.72	5605.51
ethereum	ETH	2017-10-17	333.48	333.48	311.79	317.08
litecoin	LTC	2017-10-17	64.67	64.7	58.85	59.48
ripple	XRP	2017-10-17	0.256098	0.263147	0.222939	0.232064
bitcoin	BTC	2017-10-18	5603.82	5603.82	5151.44	5590.69
ethereum	ETH	2017-10-18	316.94	317.24	290.64	314.32
litecoin	LTC	2017-10-18	59.59	61.75	53.79	60.73
ripple	XRP	2017-10-18	0.231216	0.23815	0.207265	0.21852
bitcoin	BTC	2017-10-19	5583.74	5744.35	5531.06	5708.52
ethereum	ETH	2017-10-19	314.54	316.71	305.83	308.09
litecoin	LTC	2017-10-19	60.82	61.29	58.71	59.74
ripple	XRP	2017-10-19	0.218229	0.23179	0.208317	0.21515
bitcoin	BTC	2017-10-20	5708.11	6060.11	5627.23	6011.45
ethereum	ETH	2017-10-20	308.05	311.44	303.49	304.01
litecoin	LTC	2017-10-20	59.81	61.88	58.56	60.33
ripple	XRP	2017-10-20	0.215086	0.223822	0.208754	0.210549
bitcoin	BTC	2017-10-21	5996.79	6194.88	5965.07	6031.6
ethereum	ETH	2017-10-21	303.57	303.93	291.77	300.19
litecoin	LTC	2017-10-21	60.3	60.52	56.83	58.2
ripple	XRP	2017-10-21	0.210189	0.212381	0.200774	0.211016
bitcoin	BTC	2017-10-22	6036.66	6076.26	5792.34	6008.42
ethereum	ETH	2017-10-22	300.55	305.5	292.81	295.45
litecoin	LTC	2017-10-22	58.27	58.65	56.44	56.81
ripple	XRP	2017-10-22	0.210958	0.211901	0.200722	0.204177
bitcoin	BTC	2017-10-23	6006	6075.59	5732.47	5930.32
ethereum	ETH	2017-10-23	295.1	295.75	277.57	286.95
litecoin	LTC	2017-10-23	56.77	56.77	52.87	54.92
ripple	XRP	2017-10-23	0.203504	0.203919	0.190729	0.196928
bitcoin	BTC	2017-10-24	5935.52	5935.52	5504.18	5526.64
ethereum	ETH	2017-10-24	287.12	311.96	282.66	298.33
litecoin	LTC	2017-10-24	54.96	59.1	53.29	55.96
ripple	XRP	2017-10-24	0.195567	0.217508	0.190455	0.206644
bitcoin	BTC	2017-10-25	5524.6	5754.33	5397.88	5750.8
ethereum	ETH	2017-10-25	298.44	301.85	290.72	297.93
litecoin	LTC	2017-10-25	55.95	56.58	54.09	56.49
ripple	XRP	2017-10-25	0.207113	0.208237	0.201803	0.204604
bitcoin	BTC	2017-10-26	5747.95	5976.8	5721.22	5904.83
ethereum	ETH	2017-10-26	298.02	301.07	295.22	296.53
litecoin	LTC	2017-10-26	56.47	57.15	55.28	55.74
ripple	XRP	2017-10-26	0.204444	0.206289	0.20266	0.203628
bitcoin	BTC	2017-10-27	5899.74	5988.39	5728.82	5780.9
ethereum	ETH	2017-10-27	296.51	299.26	294.06	297.42
litecoin	LTC	2017-10-27	55.67	56.25	55.15	55.33
ripple	XRP	2017-10-27	0.203668	0.204492	0.201771	0.202785
bitcoin	BTC	2017-10-28	5787.82	5876.72	5689.19	5753.09
ethereum	ETH	2017-10-28	297.92	300.36	293.58	296.3
litecoin	LTC	2017-10-28	55.38	56.13	54.57	54.69
ripple	XRP	2017-10-28	0.202592	0.203476	0.201401	0.201835
bitcoin	BTC	2017-10-29	5754.44	6255.71	5724.58	6153.85
ethereum	ETH	2017-10-29	296.38	313.75	296.38	305.09
litecoin	LTC	2017-10-29	54.67	57.75	54.49	57.11
ripple	XRP	2017-10-29	0.201358	0.205209	0.200075	0.202785
bitcoin	BTC	2017-10-30	6114.85	6214.99	6040.85	6130.53
ethereum	ETH	2017-10-30	304.78	310.5	304.35	307.75
litecoin	LTC	2017-10-30	56.84	58.55	56.24	56.39
ripple	XRP	2017-10-30	0.203076	0.204135	0.201946	0.202711
bitcoin	BTC	2017-10-31	6132.02	6470.43	6103.33	6468.4
ethereum	ETH	2017-10-31	307.38	310.55	305.88	305.88
litecoin	LTC	2017-10-31	56.37	56.79	55.72	55.75
ripple	XRP	2017-10-31	0.202405	0.203778	0.200461	0.200558
bitcoin	BTC	2017-11-01	6440.97	6767.31	6377.88	6767.31
ethereum	ETH	2017-11-01	305.76	306.4	290.58	291.69
litecoin	LTC	2017-11-01	55.74	55.74	53.18	53.18
ripple	XRP	2017-11-01	0.200247	0.201501	0.193613	0.194124
bitcoin	BTC	2017-11-02	6777.77	7367.33	6758.72	7078.5
ethereum	ETH	2017-11-02	290.73	293.91	281.17	287.43
litecoin	LTC	2017-11-02	53.56	55.28	50.85	54.74
ripple	XRP	2017-11-02	0.194596	0.211848	0.183815	0.205861
bitcoin	BTC	2017-11-03	7087.53	7461.29	7002.94	7207.76
ethereum	ETH	2017-11-03	288.5	308.31	287.69	305.71
litecoin	LTC	2017-11-03	54.58	56.29	54.28	56.18
ripple	XRP	2017-11-03	0.206205	0.228026	0.201728	0.208133
bitcoin	BTC	2017-11-04	7164.48	7492.86	7031.28	7379.95
ethereum	ETH	2017-11-04	305.48	305.48	295.8	300.47
litecoin	LTC	2017-11-04	56.22	56.37	54.94	55.04
ripple	XRP	2017-11-04	0.208083	0.208479	0.202133	0.20375
bitcoin	BTC	2017-11-05	7404.52	7617.48	7333.19	7407.41
ethereum	ETH	2017-11-05	300.04	301.37	295.12	296.26
litecoin	LTC	2017-11-05	55.03	55.48	54.63	54.75
ripple	XRP	2017-11-05	0.203274	0.205124	0.201117	0.202055
bitcoin	BTC	2017-11-06	7403.22	7445.77	7007.31	7022.76
ethereum	ETH	2017-11-06	296.43	305.42	293.72	298.89
litecoin	LTC	2017-11-06	54.76	56.17	53.95	55.17
ripple	XRP	2017-11-06	0.201967	0.208662	0.20141	0.20599
bitcoin	BTC	2017-11-07	7023.1	7253.32	7023.1	7144.38
ethereum	ETH	2017-11-07	298.57	304.84	290.77	294.66
litecoin	LTC	2017-11-07	54.99	63.81	54.99	61.3
ripple	XRP	2017-11-07	0.205103	0.211375	0.203978	0.210354
bitcoin	BTC	2017-11-08	7141.38	7776.42	7114.02	7459.69
ethereum	ETH	2017-11-08	294.27	318.7	293.1	309.07
litecoin	LTC	2017-11-08	61.11	64.06	60.79	62.57
ripple	XRP	2017-11-08	0.210675	0.221458	0.20806	0.217437
bitcoin	BTC	2017-11-09	7446.83	7446.83	7101.52	7143.58
ethereum	ETH	2017-11-09	308.64	329.45	307.06	320.88
litecoin	LTC	2017-11-09	62.49	66.84	61.73	64.27
ripple	XRP	2017-11-09	0.217911	0.221791	0.214866	0.217488
bitcoin	BTC	2017-11-10	7173.73	7312	6436.87	6618.14
ethereum	ETH	2017-11-10	320.67	324.72	294.54	299.25
litecoin	LTC	2017-11-10	64.44	65.9	56.91	59.26
ripple	XRP	2017-11-10	0.218256	0.219068	0.20526	0.206483
bitcoin	BTC	2017-11-11	6618.61	6873.15	6204.22	6357.6
ethereum	ETH	2017-11-11	298.59	319.45	298.19	314.68
litecoin	LTC	2017-11-11	59.35	63.71	59.24	62.3
ripple	XRP	2017-11-11	0.205948	0.214456	0.205459	0.21043
bitcoin	BTC	2017-11-12	6295.45	6625.05	5519.01	5950.07
ethereum	ETH	2017-11-12	314.69	319.15	298.51	307.91
litecoin	LTC	2017-11-12	62.31	62.31	57.41	59.01
ripple	XRP	2017-11-12	0.210214	0.210214	0.195389	0.197339
bitcoin	BTC	2017-11-13	5938.25	6811.19	5844.29	6559.49
ethereum	ETH	2017-11-13	307.02	328.42	307.02	316.72
litecoin	LTC	2017-11-13	59.18	62.76	58.85	61.4
ripple	XRP	2017-11-13	0.197472	0.204081	0.197456	0.203442
bitcoin	BTC	2017-11-14	6561.48	6764.98	6461.75	6635.75
ethereum	ETH	2017-11-14	316.76	340.18	316.76	337.63
litecoin	LTC	2017-11-14	61.64	63.81	60.87	62.68
ripple	XRP	2017-11-14	0.203679	0.213693	0.203679	0.209825
bitcoin	BTC	2017-11-15	6634.76	7342.25	6634.76	7315.54
ethereum	ETH	2017-11-15	337.96	340.91	329.81	333.36
litecoin	LTC	2017-11-15	62.78	65.52	62.71	63.82
ripple	XRP	2017-11-15	0.208937	0.213105	0.208058	0.212956
bitcoin	BTC	2017-11-16	7323.24	7967.38	7176.58	7871.69
ethereum	ETH	2017-11-16	333.44	336.16	323.61	330.92
litecoin	LTC	2017-11-16	63.81	72.48	62.94	71.06
ripple	XRP	2017-11-16	0.212655	0.27179	0.209287	0.227107
bitcoin	BTC	2017-11-17	7853.57	8004.59	7561.09	7708.99
ethereum	ETH	2017-11-17	330.17	334.96	327.52	332.39
litecoin	LTC	2017-11-17	70.45	71.12	65.78	67.57
ripple	XRP	2017-11-17	0.224768	0.239409	0.220273	0.226581
bitcoin	BTC	2017-11-18	7697.21	7884.99	7463.44	7790.15
ethereum	ETH	2017-11-18	331.98	349.62	327.69	347.61
litecoin	LTC	2017-11-18	67.41	69.77	65.71	69.64
ripple	XRP	2017-11-18	0.226547	0.230399	0.222399	0.228627
bitcoin	BTC	2017-11-19	7766.03	8101.91	7694.1	8036.49
ethereum	ETH	2017-11-19	347.4	371.29	344.74	354.39
litecoin	LTC	2017-11-19	69.51	72.98	68.6	71.59
ripple	XRP	2017-11-19	0.22814	0.236231	0.226037	0.231016
bitcoin	BTC	2017-11-20	8039.07	8336.86	7949.36	8200.64
ethereum	ETH	2017-11-20	354.09	372.14	353.29	366.73
litecoin	LTC	2017-11-20	71.41	72.92	70.79	72.25
ripple	XRP	2017-11-20	0.231336	0.24343	0.230917	0.238759
bitcoin	BTC	2017-11-21	8205.74	8348.66	7762.71	8071.26
ethereum	ETH	2017-11-21	367.44	372.47	350.69	360.4
litecoin	LTC	2017-11-21	72.2	72.53	68.11	70.03
ripple	XRP	2017-11-21	0.237978	0.240974	0.2272	0.233271
bitcoin	BTC	2017-11-22	8077.95	8302.26	8075.47	8253.55
ethereum	ETH	2017-11-22	360.31	381.42	360.15	380.65
litecoin	LTC	2017-11-22	70.18	71.95	70.18	71.89
ripple	XRP	2017-11-22	0.232642	0.240848	0.232317	0.238859
bitcoin	BTC	2017-11-23	8232.38	8267.4	8038.77	8038.77
ethereum	ETH	2017-11-23	381.44	425.55	376.09	410.17
litecoin	LTC	2017-11-23	71.98	76.4	70.9	73.22
ripple	XRP	2017-11-23	0.238991	0.250096	0.237304	0.242402
bitcoin	BTC	2017-11-24	8074.02	8374.16	7940.93	8253.69
ethereum	ETH	2017-11-24	412.5	480.97	402.76	474.91
litecoin	LTC	2017-11-24	73.14	77.97	72.81	77.97
ripple	XRP	2017-11-24	0.242851	0.245388	0.238421	0.244642
bitcoin	BTC	2017-11-25	8241.71	8790.92	8191.15	8790.92
ethereum	ETH	2017-11-25	475.68	485.19	461.05	466.28
litecoin	LTC	2017-11-25	77.91	89.37	77.52	88.82
ripple	XRP	2017-11-25	0.244178	0.2557	0.243584	0.252393
bitcoin	BTC	2017-11-26	8789.04	9522.93	8775.59	9330.55
ethereum	ETH	2017-11-26	465.97	472.72	451.61	471.33
litecoin	LTC	2017-11-26	88.94	88.94	84.02	85.93
ripple	XRP	2017-11-26	0.252914	0.252914	0.248589	0.248818
bitcoin	BTC	2017-11-27	9352.72	9818.35	9352.72	9818.35
ethereum	ETH	2017-11-27	471.53	493.4	468.49	480.36
litecoin	LTC	2017-11-27	85.89	93.29	85.89	91.6
ripple	XRP	2017-11-27	0.248305	0.254733	0.247861	0.253927
bitcoin	BTC	2017-11-28	9823.43	10125.7	9736.3	10058.8
ethereum	ETH	2017-11-28	480.52	482.48	466.35	472.9
litecoin	LTC	2017-11-28	91.72	96.03	90.34	96.03
ripple	XRP	2017-11-28	0.254037	0.301084	0.253415	0.299152
bitcoin	BTC	2017-11-29	10077.4	11517.4	9601.03	9888.61
ethereum	ETH	2017-11-29	473.28	522.31	425.07	427.52
litecoin	LTC	2017-11-29	96.01	104.61	81.77	85.57
ripple	XRP	2017-11-29	0.297867	0.297867	0.239409	0.243064
bitcoin	BTC	2017-11-30	9906.79	10801	9202.05	10233.6
ethereum	ETH	2017-11-30	431.21	465.5	401.24	447.11
litecoin	LTC	2017-11-30	86.25	93.54	78.08	88.33
ripple	XRP	2017-11-30	0.246433	0.261524	0.229586	0.250878
bitcoin	BTC	2017-12-01	10198.6	11046.7	9694.65	10975.6
ethereum	ETH	2017-12-01	445.21	472.61	428.31	466.54
litecoin	LTC	2017-12-01	88	100.41	83.74	99
ripple	XRP	2017-12-01	0.250352	0.258828	0.239438	0.255699
bitcoin	BTC	2017-12-02	10978.3	11320.2	10905.1	11074.6
ethereum	ETH	2017-12-02	466.85	476.24	456.65	463.45
litecoin	LTC	2017-12-02	98.94	103.8	98.32	100.28
ripple	XRP	2017-12-02	0.255656	0.259218	0.250756	0.255492
bitcoin	BTC	2017-12-03	11082.7	11858.7	10862	11323.2
ethereum	ETH	2017-12-03	463.7	482.81	451.85	465.85
litecoin	LTC	2017-12-03	100.19	106.39	98.1	101.26
ripple	XRP	2017-12-03	0.25553	0.263072	0.247391	0.252558
bitcoin	BTC	2017-12-04	11315.4	11657.2	11081.8	11657.2
ethereum	ETH	2017-12-04	466.05	474.78	453.31	470.2
litecoin	LTC	2017-12-04	101.4	104.24	96.53	104.24
ripple	XRP	2017-12-04	0.252919	0.255362	0.24716	0.253571
bitcoin	BTC	2017-12-05	11685.7	12032	11604.6	11916.7
ethereum	ETH	2017-12-05	470.29	473.56	457.66	463.28
litecoin	LTC	2017-12-05	104.28	104.3	101.84	102.4
ripple	XRP	2017-12-05	0.253598	0.253988	0.245234	0.246101
bitcoin	BTC	2017-12-06	11923.4	14369.1	11923.4	14291.5
ethereum	ETH	2017-12-06	462.6	462.71	420.21	428.59
litecoin	LTC	2017-12-06	102.48	104.82	97.31	100.35
ripple	XRP	2017-12-06	0.245416	0.245705	0.227742	0.232544
bitcoin	BTC	2017-12-07	14266.1	17899.7	14057.3	17899.7
ethereum	ETH	2017-12-07	426.37	441.4	414.41	434.41
litecoin	LTC	2017-12-07	99.98	101.34	92.27	98.29
ripple	XRP	2017-12-07	0.232623	0.23376	0.22134	0.222823
bitcoin	BTC	2017-12-08	17802.9	18353.4	14336.9	16569.4
ethereum	ETH	2017-12-08	434.99	466.06	422.37	456.03
litecoin	LTC	2017-12-08	98.33	133.07	95.4	124.85
ripple	XRP	2017-12-08	0.223636	0.278673	0.222168	0.252125
